id,title,authors,year,venue,doi,pdf_link,abstract,keywords,search_string
94,Developing contents for t-learning — MADCE-TVD,A. X. R. Gamboa; J. J. Builes; D. E. S. Duran,2018,2018 13th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI.2018.8399360,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399360,"The application of processes, methods and tools when developing software is key to the quality of the final product and in the case of development of educational content for t-learning is a prevailing need to define and select the most appropriate methods and / or methodologies Taking into account the characteristics of this type of content. This paper presents the model “MADCE-TVD — Agile Model of Educational Content Development for Digital Television”. This model is based on agile methodologies, values and principles, its application and adaptation, combining it with other useful engineering practices for the development of Educational contents for t-learning, covering the technical, pedagogical and personalization aspects that must be applied when constructing educational contents for this context.",Agile processes;t-learning;Digital TV;Development methodologies;SCRUM;BDD,String B
95,Architecture of Automated User Interface based Tests with Protocol-Oriented Programming paradigm,J. L. Basiszta; A. Kovari; J. Katona,2022,2022 IEEE 5th International Conference and Workshop Óbuda on Electrical and Power Engineering (CANDO-EPE),10.1109/CANDO-EPE57516.2022.10046391,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10046391,"Nowadays, manual and automated tests, among other things, are used to achieve the best quality of a software product. There are several types of automated tests that try to meet the needs of today’s technology, but in addition to the advantages of these techniques, there are also disadvantages that are analysed in detail in this article. The aim of this article is to develop and present the possibilities of exploiting the potential of protocol orientation in a less common programming paradigm in user interface tests that do not suffer from the previously mentioned disadvantages. The manuscript meets the theory of user interface testing with protocol orientation, creating a test project that takes advantage of Swift’s unique language capabilities by transferring best practices from traditional testing procedures, resulting in easy-to-read, easy-tomaintain test codes.",protocol-oriented programming;automated user interface tests;Swift;Behavior-Driven Development (BDD);Test-Driven Development (TDD),String B
96,MoFQA: An Approach for Automatic TDD Test Case Generation from MDD Models,L. Riquelme; M. González; N. Aquino; L. Cernuzzi,2018,2018 XLIV Latin American Computer Conference (CLEI),10.1109/CLEI.2018.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8786314,"Due to the complexity of software systems and the high probabilities of new errors appearing in any stage of the software life cycle, techniques for quality verification are needed. Software testing is a widely used approach but, due to the costs involved in this process, development teams often debate its applicability in their projects. In the endeavor to reduce the complexity of this process, this document presents an approach for software development based in Test-Driven Development (TDD) supported by Model-Based Testing (MBT) tools to allow automatic test-case generation. Besides, a toolkit for the generation of unit and acceptance tests for Web applications is proposed.",Software Testing;MBT;TDD;ATDD;BDD;Acceptance Tests;Web Testing;Selenium;TestNG,String B
97,A Cloud–Edge Collaborative Architecture for Multimodal LLM-Based Advanced Driver Assistance Systems in IoT Networks,Y. Hu; D. Ye; J. Kang; M. Wu; R. Yu,2025,IEEE Internet of Things Journal,10.1109/JIOT.2024.3509628,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10771985,"Advanced driver assistance systems (ADASs) enhance driving safety and convenience by providing auxiliary functions. However, traditional rule-based or learning-based ADAS lack the capability for commonsense-based environmental understanding and multisensor data fusion, which leads to limitations in complex dynamic environments. Multimodal large language models (MLLMs) can effectively integrate data from different modalities and possess strong environmental perception and commonsense reasoning abilities, offering more intelligent driver assistance services within Internet of Things (IoT) networks. In this article, we propose a cloud-edge collaborative ADAS based on MLLMs, utilizing IoT networks by deploying a smaller model, CogVLM2, at the edge and a larger model, ChatGPT-4o, in the cloud to achieve collaborative driver assistance services. Specifically, we first reannotate the BDD-X dataset and use it to fine-tune CogVLM2 with LoRA, while applying few-shot learning to ChatGPT-4o to enhance their understanding and decision-making capabilities in traffic scenarios. We then formulate service latency, energy consumption, and Quality-of-Service (QoS) models for the cloud-edge collaborative ADAS in IoT networks, optimizing the combination of these models. Finally, we design an improved DDPG-based task offloading algorithm by introducing a multistep reward mechanism and using a diffusion model to generate noise, aiming to determine the optimal execution location (i.e., cloud, edge, or local) for each task. Experimental results show that both CogVLM2 and ChatGPT-4o can achieve basic ADAS functionality. After fine-tuning and few-shot learning, their task success rates were significantly improved. Moreover, compared to other mainstream deep reinforcement learning-based task offloading algorithms, the improved DDPG task offloading algorithm demonstrates better performance in latency, energy consumption, and QoS within IoT networks.",Advanced driver assistance systems (ADASs);DDPG;diffusion model;edge computing;Internet of Things (IoT) networks;multimodal large language models (MLLMs);task offloading,String B
98,An Approximate Message Passing Framework for Side Information,A. Ma; Y. Zhou; C. Rush; D. Baron; D. Needell,2019,IEEE Transactions on Signal Processing,10.1109/TSP.2019.2899286,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8642358,"Approximate message passing (AMP) methods have gained recent traction in sparse signal recovery. Additional information about the signal, or side information (SI), is commonly available and can aid in efficient signal recovery. This paper presents an AMP-based framework that exploits SI and can be readily implemented in various settings for which the SI results in separable distributions. To illustrate the simplicity and applicability of our approach, this framework is applied to a Bernoulli-Gaussian (BG) model and a time-varying birth-death-drift (BDD) signal model, motivated by applications in channel estimation. We develop a suite of algorithms, called AMP-SI, and derive denoisers for the BDD and BG models. Numerical evidence demonstrating the advantages of our approach are presented alongside empirical evidence of the accuracy of a proposed state evolution.",Approximate message passing;side information;sparse signal recovery,String B
99,EchoTrack: Auditory Referring Multi-Object Tracking for Autonomous Driving,J. Lin; J. Chen; K. Peng; X. He; Z. Li; R. Stiefelhagen; K. Yang,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2024.3437645,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10633272,"This paper introduces the task of Auditory Referring Multi-Object Tracking (AR-MOT), which dynamically tracks specific objects in a video sequence based on audio expressions and appears as a challenging problem in autonomous driving. Due to the lack of semantic modeling capacity in audio and video, existing works have mainly focused on text-based multi-object tracking, which often comes at the cost of tracking quality, interaction efficiency, and even the safety of assistance systems, limiting the application of such methods in autonomous driving. In this paper, we delve into the problem of AR-MOT from the perspective of audio-video fusion and audio-video tracking. We put forward EchoTrack, an end-to-end AR-MOT framework with dual-stream vision transformers. The dual streams are intertwined with our Bidirectional Frequency-domain Cross-attention Fusion Module (Bi-FCFM), which bidirectionally fuses audio and video features from both frequency- and spatiotemporal domains. Moreover, we propose the Audio-visual Contrastive Tracking Learning (ACTL) regime to extract homogeneous semantic features between expressions and visual objects by learning homogeneous features between different audio and video objects effectively. Aside from the architectural design, we establish the first set of large-scale AR-MOT benchmarks, including Echo-KITTI, Echo-KITTI+, and Echo-BDD. Extensive experiments on the established benchmarks demonstrate the effectiveness of the proposed EchoTrack and its components. The source code and datasets are available at https://github.com/lab206/EchoTrack.",Auditory referring multi-object tracking;contrastive tracking learning;multi-object tracking;referring scene understanding;autonomous driving,String B
100,DSNet: A Novel Way to Use Atrous Convolutions in Semantic Segmentation,Z. Guo; L. Bian; H. Wei; J. Li; H. Ni; X. Huang,2025,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/TCSVT.2024.3509504,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10772995,"Atrous convolutions are employed as a method to increase the receptive field in semantic segmentation tasks. However, in previous works of semantic segmentation, it was rarely employed in the shallow layers of the model. We revisit the design of atrous convolutions in modern convolutional neural networks (CNNs), and demonstrate that the concept of using large kernels to apply atrous convolutions could be a more powerful paradigm. We propose three guidelines to apply atrous convolutions more efficiently: Do not only use atrous convolutions, Avoiding the “Atrous Disasters”, Appropriate fusion mechanisms make it perfect. Following these guidelines, we propose DSNet, a Dual-Branch CNN architecture, which incorporates atrous convolutions in the shallow layers of the model architecture, as well as pretraining the nearly entire encoder on ImageNet to achieve better performance. To demonstrate the effectiveness of our approach, our models achieve a new state-of-the-art trade-off between accuracy and speed on ADE20K, Cityscapes and BDD datasets. Specifically, DSNet achieves 40.0% mIOU with inference speed of 179.2 FPS on ADE20K, and 80.4% mIOU with speed of 81.9 FPS on Cityscapes. Additionally, we propose a novel multi-scale attention fusion module, MSAF. It demonstrates outstanding performance in classification as well as downstream tasks such as segmentation. Source code and models are available at Github: https://github.com/takaniwa/DSNet.",Atrous convolutions;semantic segmentation;feature fusion,String B
101,Enhancing Traffic Safety with Parallel Dense Video Captioning for End-to-End Event Analysis,M. Shoman; D. Wang; A. Aboah; M. Abdel-Aty,2024,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),10.1109/CVPRW63382.2024.00707,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10678223,"This paper introduces our solution for Track 2 in AI City Challenge 2024. The task aims to solve traffic safety description and analysis with the dataset of Woven Traffic Safety (WTS), a real-world Pedestrian-Centric Traffic Video Dataset for Fine-grained Spatial-Temporal Understanding. Our solution mainly focuses on the following points: 1) To solve dense video captioning, we leverage the framework of dense video captioning with parallel decoding (PDVC) to model visual-language sequences and generate dense caption by chapters for video. 2) Our work leverages CLIP to extract visual features to more efficiently perform cross-modality training between visual and textual representations. 3) We conduct domain-specific model adaptation to mitigate domain shift problem that poses recognition challenge in video understanding. 4) Moreover, we leverage BDD-5K captioned videos to conduct knowledge transfer for better understanding WTS videos and more accurate captioning. Our solution has yielded on the test set, achieving 6th place in the competition. The open-source code will be available at https://github.com/UCF-SST-Lab/AICity2024CVPRW",dense video captioning;domain adaptation;natural language processing;cross-modality learning;computer vision,String B
102,Dual-Mode Serial Night Road Object Detection Model Based on Depthwise Separable and Self-Attention Mechanism,Q. Yang; Y. Ma; L. Li; Z. Zhao,2024,IEEE Transactions on Instrumentation and Measurement,10.1109/TIM.2024.3385040,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10491330,"Existing road detection at night mainly focuses on vehicle detection, but pedestrian detection is also particularly important in the complex environment of night roads. Based on the idea that one module only focuses on one task, this article proposes a night object detection (OD) method under a dual-module framework, which relieves the pressure of the OD algorithm facing both prediction box and classification tasks. In order to perform a multiscale fusion of local features and global features and achieve rapid acquisition of vehicle and pedestrian prediction boxes, Module 1 employs a lightweight depthwise separable network. In Module 2, the network performance is enhanced by improving the internal structure of the residual block and adding the attention mechanism. Finally, we can obtain a higher useful feature identification rate and better classification accuracy. The efficiency of the proposed approach has been evaluated on two benchmark datasets, namely, the Berkeley deep drive (BDD) dataset and the Hong Kong Vehicle dataset. Experimental results demonstrate that the proposed method outperforms several state-of-the-art OD methods, and exhibits a superior accuracy rate of 92.46% under a high standard intersection over union (IoU) threshold while maintaining a high processing speed of 42.3 frames/s. Consequently, these results verified the potential of the proposed method for advancing the field of OD at night and it is expected to improve the safety of driverless technology in complex environments at night.",Attention mechanism;depthwise separable;dual-mode;mutiscale fusion;night object detection (OD),String B
103,Development and testing of an image transformer for explainable autonomous driving systems,J. Dong; S. Chen; M. Miralinaghi; T. Chen; S. Labi,2022,Journal of Intelligent and Connected Vehicles,10.1108/JICV-06-2022-0021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10004532,"Purpose - Perception has been identified as the main cause underlying most autonomous vehicle related accidents. As the key technology in perception, deep learning (DL) based computer vision models are generally considered to be black boxes due to poor interpretability. These have exacerbated user distrust and further forestalled their widespread deployment in practical usage. This paper aims to develop explainable DL models for autonomous driving by jointly predicting potential driving actions with corresponding explanations. The explainable DL models can not only boost user trust in autonomy but also serve as a diagnostic approach to identify any model deficiencies or limitations during the system development phase. Design/methodology/approach - This paper proposes an explainable end-to-end autonomous driving system based on ""Transformer,"" a state-of-the-art self-attention (SA) based model. The model maps visual features from images collected by onboard cameras to guide potential driving actions with corresponding explanations, and aims to achieve soft attention over the image's global features. Findings - The results demonstrate the efficacy of the proposed model as it exhibits superior performance (in terms of correct prediction of actions and explanations) compared to the benchmark model by a significant margin with much lower computational cost on a public data set (BDD-OIA). From the ablation studies, the proposed SA module also outperforms other attention mechanisms in feature fusion and can generate meaningful representations for downstream prediction. Originality/value - In the contexts of situational awareness and driver assistance, the proposed model can perform as a driving alarm system for both human-driven vehicles and autonomous vehicles because it is capable of quickly understanding/characterizing the environment and identifying any infeasible driving actions. In addition, the extra explanation head of the proposed model provides an extra channel for sanity checks to guarantee that the model learns the ideal causal relationships. This provision is critical in the development of autonomous systems.",Explainable deep learning;Computer vision;Transformer;Autonomous driving,String B
104,Model Checking Coordination of CPS Using Timed Automata,K. Jiang; C. Guan; J. Wang; D. Du,2018,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),10.1109/COMPSAC.2018.00041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8377665,"The growing complexity of Cyber-Physical Systems (CPS) increasingly challenges the existing methods and techniques. The correctness of coordination between heterogeneous components of CPS is still a challenging problem. The coordination of CPS could be implemented with co-simulation technology, which uses Functional Mock-up Interface (FMI) techniques to generate simulations of heterogeneous components in CPS. However, the master algorithm for co-simulation may cause livelock or deadlock. Moreover, the architecture modeling of CPS may also introduce an algebraic loop which is a feedback loop resulting in cyclic dependencies. To solve these problems, we propose a novel approach for model checking several properties of coordination such as deadlock, liveness and reachability. We model the architecture of CPS with SysML Block Definition Diagrams (BDDs) and Internal Block Diagrams (IBDs), which capture the dependence of Functional Mock-up Units (FMUs) and the orchestration of the master algorithm. According to BDD models, the coordination between components is implemented with the master algorithm. We model three various master algorithms with Timed Automata (TA). Besides, we encode FMU components with TA to bridge the semantics gap between FMU and TA. With the help of the model checker UPPAAL, we can analyse the correctness of the master algorithms and detect whether there is an algebraic loop in the architecture. In this way, the coordination of CPS is verified with model checking.",Coordination;Timed-automata;Model-checking;Master-algorithm;Functional-Mock-up-Interface,String B
105,Top-Down Attention-Based Mechanisms for Interpretable Autonomous Driving,Z. Fu; K. Jiang; Y. Xu; Y. Wang; T. Wen; H. Gao; Z. Zhong; D. Yang,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2024.3510853,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10790926,"Despite the remarkable advancements in autonomous driving, the challenge persists in achieving interpretable action decision-making, primarily owing to the intricate and ambiguous relationship between detected agents and driving intention. In this study, we introduce an interpretable action prediction model, denoted as the Prediction-Driven Attention Network (PDANet), designed to undertake action decisions and provide corresponding interpretations cohesively. The PDANet is inspired by the perceptual mechanisms inherent in human drivers, who allocate attention according to their driving intentions. Specifically, we elaborate a prediction module to generate vehicle prospective trajectories to characterize driving intentions. Subsequently, the features of this predicted trajectory are utilized to modulate the attention distribution among agents through the top-down attention module, yielding an attention map. Finally, two distinct task tokens are applied to aggregate agent features and generate the final output according to the derived attention map. Extensive experiments conducted on the publicly available BDD-OIA and nu-AR datasets demonstrate that our proposed method outperforms all prior works in terms of both action prediction and behavior interpretation tasks. Remarkably, our method attains a noteworthy enhancement in the behavior interpretation task, surpassing the previous state-of-the-art by a substantial margin of +10.8% in terms of F1-score on the nu-AR dataset. We also validate our algorithm on Carla Town05 long in a closed-loop decision-making scenario, highlighting the generality and robustness of our approach. Furthermore, qualitative results show that the agents selected by our model are more closely aligned with human cognitive processes.",Self-driving;top-down attention;scene understanding;interpretable machine learning,String B
106,Improving Explainable Object-induced Model through Uncertainty for Automated Vehicles,S. Ling; Y. Wan; X. Jia; N. Du,2024,2024 19th ACM/IEEE International Conference on Human-Robot Interaction (HRI),,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10661024,"The rapid evolution of automated vehicles (AVs) has the potential to provide safer, more efficient, and comfortable travel options. However, these systems face challenges regarding reliability in complex driving scenarios. Recent explainable AV architectures neglect crucial information related to inherent uncertainties while providing explanations for actions. To overcome such challenges, our study builds upon the ""object-induced"" model approach that prioritizes the role of objects in scenes for decision-making and integrates uncertainty assessment into the decision-making process using an evidential deep learning paradigm with a Beta prior. Additionally, we explore several advanced training strategies guided by uncertainty, including uncertainty-guided data reweighting and augmentation. Leveraging the BDD-OIA dataset, our findings underscore that the model, through these enhancements, not only offers a clearer comprehension of AV decisions and their underlying reasoning but also surpasses existing baselines across a broad range of scenarios.CCS CONCEPTS• Computing methodologies → Neural networks; Supervised learning by classification; Object identification; • General and reference → Evaluation.",Autonomous Vehicle;Explainable AI;Object-induced Model;Uncertainty Quantification,String B
107,Data Limitations for Modeling Top-Down Effects on Drivers’ Attention,I. Kotseruba; J. K. Tsotsos,2024,2024 IEEE Intelligent Vehicles Symposium (IV),10.1109/IV55156.2024.10588528,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10588528,"Driving is a visuomotor task, i.e., there is a connection between what drivers see and what they do. While some models of drivers’ gaze account for top-down effects of drivers’ actions, the majority learn only bottom-up correlations between human gaze and driving footage. The crux of the problem is lack of public data with annotations that could be used to train top-down models and evaluate how well models of any kind capture effects of task on attention. As a result, top-down models are trained and evaluated on private data and public benchmarks measure only the overall fit to human data. In this paper, we focus on data limitations by examining four large-scale public datasets, DR(eye)VE, BDD-A, MAAD, and LBW, used to train and evaluate algorithms for drivers’ gaze prediction. We define a set of driving tasks (lateral and longitudinal maneuvers) and context elements (intersections and right-of-way) known to affect drivers’ attention, augment the datasets with annotations based on the said definitions, and analyze the characteristics of data recording and processing pipelines w.r.t. capturing what the drivers see and do. In sum, the contributions of this work are: 1) quantifying biases of the public datasets, 2) examining performance of the SOTA bottom-up models on subsets of the data involving non-trivial drivers’ actions, 3) linking shortcomings of the bottom-up models to data limitations, and 4) recommendations for future data collection and processing. The new annotations and code for reproducing the results are available at https://github.com/ykotseruba/SCOUT.",,String B
108,On-Policy Dataset Synthesis for Learning Robot Grasping Policies Using Fully Convolutional Deep Networks,V. Satish; J. Mahler; K. Goldberg,2019,IEEE Robotics and Automation Letters,10.1109/LRA.2019.2895878,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8629272,"Rapid and reliable robot grasping for a diverse set of objects has applications from warehouse automation to home decluttering. One promising approach is to learn deep policies from synthetic training datasets of point clouds, grasps, and rewards sampled using analytic models with stochastic noise models for domain randomization. In this letter, we explore how the distribution of synthetic training examples affects the rate and reliability of the learned robot policy. We propose a synthetic data sampling distribution that combines grasps sampled from the policy action set with guiding samples from a robust grasping supervisor that has full state knowledge. We use this to train a robot policy based on a fully convolutional network architecture that evaluates millions of grasp candidates in 4-DOF (3-D position and planar orientation). Physical robot experiments suggest that a policy based on fully convolutional grasp quality CNNs (FC-GQ-CNNs) can plan grasps in 0.625 s, considering 5000x more grasps than our prior policy based on iterative grasp sampling and evaluation. This computational efficiency improves rate and reliability, achieving 296 mean picks per hour (MPPH) compared to 250 MPPH for iterative policies. Sensitivity experiments explore the effect of supervisor guidance level and granularity of the policy action space. Code, datasets, videos, and supplementary material can be found at http://berkeleyautomation.github.io/fcgqcnn.",Grasping;Deep Learning in Robotics and Automation,String B
109,Locational Detection of the False Data Injection Attack in a Smart Grid: A Multilabel Classification Approach,S. Wang; S. Bi; Y. -J. A. Zhang,2020,IEEE Internet of Things Journal,10.1109/JIOT.2020.2983911,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9049087,"State estimation is critical to the monitoring and control of smart grids. Recently, the false data injection attack (FDIA) is emerging as a severe threat to state estimation. Conventional FDIA detection approaches are limited by their strong statistical knowledge assumptions, complexity, and hardware cost. Moreover, most of the current FDIA detection approaches focus on detecting the presence of FDIA, while the important information of the exact injection locations is not attainable. Inspired by the recent advances in deep learning, we propose a deep-learning-based locational detection architecture (DLLD) to detect the exact locations of FDIA in real time. The DLLD architecture concatenates a convolutional neural network (CNN) with a standard bad data detector (BDD). The BDD is used to remove the low-quality data. The followed CNN, as a multilabel classifier, is employed to capture the inconsistency and co-occurrence dependency in the power flow measurements due to the potential attacks. The proposed DLLD is “model-free” in the sense that it does not leverage any prior statistical assumptions. It is also “cost-friendly” in the sense that it does not alter the current BDD system and the runtime of the detection process is only hundreds of microseconds on a household computer. Through extensive experiments in the IEEE bus systems, we show that DLLD can perform locational detection precisely under various noise and attack conditions. In addition, we also demonstrate that the employed multilabel classification approach effectively enhances the presence-detection accuracy.",Convolutional neural network (CNN);false data injection attack (FDIA);multilabel classification;power system;security;state estimation,String B
110,Uncertainty Exploration: Toward Explainable SAR Target Detection,Z. Huang; Y. Liu; X. Yao; J. Ren; J. Han,2023,IEEE Transactions on Geoscience and Remote Sensing,10.1109/TGRS.2023.3247898,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10050159,"Deep learning-based synthetic aperture radar (SAR) target detection has been developed for years, with many advanced methods proposed to achieve higher indicators of accuracy and speed. In spite of this, the current deep detectors cannot express the reliability and interpretation in trusting the predictions, which are crucial especially for those ordinary users without much expertise in understanding SAR images. To achieve explainable SAR target detection, it is necessary to answer the following questions: how much should we trust and why cannot we trust the results. With this purpose, we explore the uncertainty for SAR target detection in this article by quantifying the model uncertainty and explaining the ignorance of the detector. First, the Bayesian deep detectors (BDDs) are constructed for uncertainty quantification, answering how much to trust the classification and localization result. Second, an occlusion-based explanation method (U-RISE) for BDD is proposed to account for the SAR scattering features that cause uncertainty or promote trustworthiness. We introduce the probability-based detection quality (PDQ) and multielement decision space for evaluation besides the traditional metrics. The experimental results show that the proposed BDD outperforms the counterpart frequentist object detector, and the output probabilistic results successfully convey the model uncertainty and contribute to more comprehensive decision-making. Furthermore, the proposed U-RISE generates an attribution map with intuitive explanations to reveal the complex scattering phenomena about which BDD is uncertain. We deem our work will facilitate explainable and trustworthy modeling in the field of SAR image understanding and increase user comprehension of model decisions.",Bayesian deep learning;explainable deep learning;synthetic aperture radar (SAR) target detection;uncertainty quantification (UQ),String B
111,ReIDTracker_Sea: Multi-Object Tracking in Maritime Computer Vision,K. Huang; W. Chong; H. Yang; K. Lertniphonphan; J. Xie; F. Chen,2024,2024 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),10.1109/WACVW60836.2024.00130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10495704,"In recent years, we've witnessed the remarkable growth of computer vision applications in both maritime and fresh water domains. These technologies have played pivotal roles in search and rescue (SaR), the detection of illegal fishing, airborne water surface reconnaissance, offshore wind farm and oil rig inspections, animal population monitoring, and beyond. Multi-Object Tracking is one of the most important technologies in maritime computer vision. Our paper tries to explore Multi-Object Tracking in maritime Unmanned Aerial vehicles (UAVs) and Unmanned Surface Vehicles (USVs). Most of the current Multi-Object Tracking algorithms require complex association strategies and association information (2D location and motion, 3D motion, 3D depth, 2D appearance) to achieve better performance, which makes the entire tracking system extremely complex and heavy. At the same time, most of the current Multi-Object Tracking algorithms still require video annotation data which is costly to obtain for training. Our paper tries to explore Multi-Object Tracking in a completely unsupervised way. The scheme accomplishes instance representation learning by using self-supervision on ImageNet. Then, by cooperating with high-quality detectors, the multitarget tracking task can be completed simply and efficiently. The scheme achieved state-of-the-art performance on both UAV-based Multi-Object Tracking with Reidentification and USV-based Multi-Object Tracking benchmarks, and the solution won the championship in many multiple Multi-Object Tracking competitions. They include the championship of CVPR2022 WAD BDD MOT Challenges, 4 Championships of ECCV2022 SSLAD BDD MOT/MOTS/SSMOT/SSMOTS, and the latest CVPR2023 WAD BDD MOTS Challenges.",,String B
112,Comparing Chi-square-Based Bad Data Detection Algorithms for Distribution System State Estimation,J. Angulo-Paniagua; J. Quirós-Tortós,2020,2020 IEEE PES Transmission & Distribution Conference and Exhibition - Latin America (T&D LA),10.1109/TDLA47668.2020.9326241,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326241,"The transition from passive to active distribution networks has led to a growing use of state estimators (SEs), particularly in applications that require high quality data (e.g., demand management and fault detection). To ensure accurate estimations, a bad data detection (BDD) algorithm capable of detecting errors is needed. While these algorithms exist, network operators require understanding the benefits and limitations of these approaches before adopting a solution for their SEs. This paper compares three Chi-square-based BDD algorithms (conventional and two residual covariance matrix-based) to evaluate their performance in terms of speed and effectiveness. Comparisons are carried out using the IEEE 37-bus test feeder with different bad data scenarios. Results highlight that the conventional algorithm is faster, but its filtering capabilities is more limited. On the other hand, they show that the residual covariance matrix-based algorithms require on average 1594% and 2661% more time to achieve a detection that in certain conditions can be 1.56 and 1.67 times better.",Bad data detection;Chi-square;distribution networks;state estimation;residual covariance matrix,String B
113,Top-k Query for Weighted Interactive Product Configuration,B. Chen; T. Feng,2018,2018 17th International Symposium on Distributed Computing and Applications for Business Engineering and Science (DCABES),10.1109/DCABES.2018.00090,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8572588,"Interactive product configuration should be complete and backtrack free. it requires that the system responds quickly. A popular solution to implement interactive product configuration is Binary Decision Diagrams(BDDs) which represents the solution space of product model, the structure of BDDs is very compact, and the interactive configuration can be carried out in linearly dependent time of BDD's size. In this paper, we proposed the concept of top-k query about weighted interactive product configuration based on BDDs. the solution space of BDD may be exponential explosion in practice, we defined weight value for each valid configuration, the weight represents price, quality etc., in the interactive phase, users input a rule and k, the system lists top-k maximum(minimum) valid configurations to user for reference. Using our code, we solved a number of problems including those from real application and synthetic data set. Our experiment results showed that our algorithm had a faster response time than the traditional algorithm.",Interactive product configuration;Binary decision diagrams;Top k query,String B
114,Kraken-Mobile: Cross-Device Interaction-Based Testing of Android Apps,W. Ravelo-Méndez; C. Escobar-Vélasquez; M. Linares-Vásquez,2019,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),10.1109/ICSME.2019.00071,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918941,"Mobile applications that involve the interaction of two or more users are becoming more common nowadays, and the demand of good performance and availability by their users is increasing. This makes testing and automation of processes essential for delivering high-quality cross-device apps. In this paper, we present Kraken, a cross-device testing tool that enables a tester to write, run, and validate test scenarios that involve the interaction of more than two devices as well as its underlying implementation. The proposed tool uses APKs as input along with tests scripts wrote using the Gherkin syntax. Kraken is publicly available on GitHub https://thesoftwaredesignlab.github.io/KrakenMobile/ Videos: https://www.youtube.com/playlist?list=PLF5U8kfVgRcJ3RCHt7cWmwlqN93brbVW-",Signaling;Automated Testing;Cross-device Testing;Cross-application Testing,String B
115,Privacy and Security Documents for Agile Software Engineering: An Experiment of LGPD Inventory Adoption,J. Saraiva; S. Soares,2023,2023 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),10.1109/ESEM56168.2023.10304806,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10304806,"Context: Society 5.0 depends on intelligent technologies that capture and monitor data in real-time. Software development needs to guarantee the privacy and protection of personal data, according to regulations such as the GDPR in Europe and the LGPD in Brazil. Objective: The main goal of this study is to check the possibility of Personal Data Inventory (PDI) adoption for User Stories and BDD Scenarios creation, to verify its relevance regarding software understanding and documentation. Method: An experiment was performed with 34 undergraduate students from higher education institutions in Brazil. They had to create User Stories and BDD Scenarios from two documents: (1) PDI and (2) a detailed system description. Results: After assessing 184 software engineering artifacts, findings indicated there were no statistically significant differences in the quantity and quality of Stories and Scenarios generated by the two groups. Conclusion: The PDI document can be effectively employed in the Requirements Engineering field as a valuable tool for comprehending and specifying software, thereby ensuring compliance with data protection and privacy regulations. The fusion of Information Security and Software Engineering has the potential to enhance the development of products and services that align better with privacy requirements.",Personal Data Inventory;Agile Requirements Specification;Privacy Laws;LGPD,String B
